	AD-ATAC-TF_Central-Mean	AD-ATAC-TF_Window-Mean	AD-ATAC-TF-10000_Central-Mean	AD-ATAC-TF-10000_Window-Mean	AD-ATAC-TF-1000_Central-Mean	AD-ATAC-TF-1000_Window-Mean	AD-ATAC-TF-100_Central-Mean	AD-ATAC-TF-100_Window-Mean	AD-ATAC_Central-Mean	AD-ATAC_Window-Mean	NE-ATAC-TF_Central-Mean	NE-ATAC-TF_Window-Mean	NE-ATAC-TF-10000_Central-Mean	NE-ATAC-TF-10000_Window-Mean	NE-ATAC-TF-1000_Central-Mean	NE-ATAC-TF-1000_Window-Mean	NE-ATAC-TF-100_Central-Mean	NE-ATAC-TF-100_Window-Mean	NE-ATAC_Central-Mean	NE-ATAC_Window-Mean	AR-10000_Central-Mean	AR-10000_Window-Mean	AR-1000_Central-Mean	AR-1000_Window-Mean	ASCL1-10000_Central-Mean	ASCL1-10000_Window-Mean	ASCL1-1000_Central-Mean	ASCL1-1000_Window-Mean	AR-Pom_Central-Mean	AR-Pom_Window-Mean	AR-Sev_Central-Mean	AR-Sev_Window-Mean	ASCL1-Cej_Central-Mean	ASCL1-Cej_Window-Mean
mCRLP159_CKDL210020428-1a_HKJ2YDSX2_L2	0.9540949999999999	0.9793724242424239	0.9407875000000001	0.9761217424242422	0.85373	0.9847693939393942	1.08354	0.9910992424242427	0.947665	0.9851648484848488	0.95707	0.9674915909090911	0.9581825	0.9681955303030302	0.92194	0.9639023484848488	0.8027025	0.9703169696969699	0.9772675	0.9769677272727274	0.9401375000000001	0.9755603030303029	0.91029	0.9685359848484849	0.8704449999999999	0.9405921212121211	0.7054	0.9386347727272725	1.0214375	0.967071742424243	0.97394	0.9734910606060608	1.0622675	0.9609252272727278
mCRLP005_CKDL210016457-1a_HJLWNDSX2_L2	0.95378	0.9829217424242421	0.9591475	0.9818398484848491	0.8840250000000001	0.9779898484848485	0.63463	1.0032027272727269	0.967965	0.9862414393939395	1.0193225	1.0017047727272725	1.0210124999999999	1.0014871212121215	1.050785	1.0021459848484853	1.1257125	0.9528643181818183	1.0352625	1.0062526515151513	0.9529924999999999	0.9896953787878788	0.9558250000000001	0.9984503787878787	0.98519	0.9909950757575754	0.8522075	0.9788684090909091	1.0562399999999998	0.9811750757575759	0.9776125	0.9795862121212118	1.04726	0.9835918181818183
mCRLP139_CKDL210020408-1a_HKJ2YDSX2_L2	0.9925249999999999	1.0041146969696972	0.98255	0.999627272727273	0.9831	0.9902064393939395	1.1067	1.015499924242424	1.017185	1.0070689393939394	0.9804625	0.9902269696969697	0.9755525	0.9912917424242423	0.8806324999999999	0.9770502272727271	0.9477925	1.0052585606060607	1.00441	0.9959377272727273	0.982235	0.997395681818182	0.80126	1.0092958333333333	0.9097675000000001	0.9584238636363633	1.0262275	0.9593509090909093	1.060455	0.9873457575757575	0.9956750000000001	0.9895562878787872	1.056775	0.9656913636363638
mCRLP121_CKDL210016660-1a_HJLNHDSX2_L4	1.0065925	0.9980245454545459	0.9978525	0.9948312878787879	0.980615	0.9914856060606061	0.846965	0.9622922727272727	1.0202	0.9985844696969696	1.0040375	1.0086249242424243	1.0008425	1.0083696969696974	0.9640549999999999	1.005070833333333	0.8238399999999999	0.9940583333333333	1.0256049999999999	1.0100445454545455	0.9998475	0.9971045454545452	1.1706075	1.0082837878787878	0.999925	0.985927727272727	0.968085	0.9638405303030303	1.0511300000000001	0.9940462121212126	0.984435	0.9894598484848478	1.0771575	0.9901925757575762
mCRLP091_CKDL210016630-1a_HJLNNDSX2_L3	0.891895	0.9670881818181821	0.9002100000000001	0.9687089393939396	0.903265	0.968629772727273	0.9165549999999999	0.9831787121212124	0.906765	0.9728601515151515	1.0192350000000001	1.0018224242424236	1.0208125000000001	1.0018945454545454	1.10327	1.0165893939393944	1.111065	1.0728943939393947	1.0492275000000002	1.0091799242424242	0.9189075	0.9682403787878788	0.8108875	0.9735659090909092	1.0017825	0.9847815151515157	0.89295	0.9520547727272733	1.0118825	0.9673555303030308	0.9224775000000001	0.9647206060606064	1.1160675	0.9836267424242426
mCRLP097_CKDL210016636-1a_HJLNNDSX2_L3	0.9767225	0.9971009090909085	0.9753375	0.9940446212121211	1.05526	1.002031818181818	0.9695975	1.0462736363636365	0.9944575	0.9980609848484849	1.0411674999999998	1.002452954545455	1.0366325	1.0014183333333326	1.0911925	1.016864545454545	0.669605	0.975117878787879	1.0391625	1.0074524242424239	0.944645	0.9961946212121204	1.00378	1.0038403787878791	1.006495	0.9875814393939389	0.9556175	0.9907141666666667	1.0616775	0.9891178787878789	1.011325	0.9880410606060602	1.1223074999999998	0.9897354545454542
mNELP007_CKDL210016487-1a_HJLWNDSX2_L4	1.006365	0.9985788636363632	1.00081	0.9966751515151516	1.0329775	0.9705044696969698	1.0718125	1.0187693939393938	0.9997975	0.9997202272727274	1.0097625	0.9943156818181819	1.0099175	0.9932906060606063	1.0143075	0.9910044696969693	0.9184574999999999	0.9806657575757574	1.0116775	1.002280606060606	1.0046599999999999	1.005711515151515	0.9538549999999999	0.9964431818181819	1.0078775	0.9729249242424242	1.0283625	0.9584383333333333	1.04145	0.9929150757575759	0.9821249999999999	0.9920901515151518	1.069095	0.9762268939393942
mCRLP130_CKDL210016669-1a_HJLNHDSX2_L4	0.9499375	0.9786684090909095	0.93342	0.9744341666666664	1.00375	0.9806622727272722	0.9658825000000001	1.0303985606060606	0.964735	0.9814775000000003	1.0116049999999999	1.0027181818181814	1.007165	1.0032496212121216	0.9902599999999999	1.0090536363636358	1.1223850000000002	1.0304637121212123	1.0236425	1.0086446969696965	0.9627075	0.9814499242424244	0.92821	0.9847604545454537	1.0021	0.9832907575757572	0.9763725	0.990851439393939	1.0423625	0.9819759090909089	0.9724550000000001	0.9756513636363634	1.0687149999999999	0.9789756060606062
mCRLP113_CKDL210016652-1a_HJLNNDSX2_L4	0.8610924999999999	0.8989175000000007	0.8756875	0.9037117424242421	0.8419625	0.8994671212121212	0.750175	0.8467099242424243	0.8658174999999999	0.9060536363636371	1.0747	1.0037403787878787	1.07199	1.0003227272727273	1.15493	1.00071553030303	1.0824975	0.9825844696969698	1.064905	1.00876	0.8452774999999999	0.8938256060606068	0.832845	0.8052268181818183	1.0088750000000002	0.979316287878788	0.9044	0.9467738636363638	1.0209325000000002	0.9203388636363637	0.9018324999999999	0.9040356818181815	1.031965	0.951395303030304
mNELP009_CKDL210016497-1a_HJLWNDSX2_L4	0.9805675	0.9851784090909089	0.9345875	0.9817222727272729	0.9681700000000001	0.9978846969696971	0.9222525	0.9536143181818183	0.9923725000000001	0.9862700757575759	0.962165	0.9683393181818177	0.9646	0.9726760606060607	0.9193724999999999	0.9822782575757572	0.8660675	0.938826666666667	0.9611975	0.9747696969696972	0.9405475	0.9771109090909088	0.8730350000000001	0.9856573484848488	0.92642	0.952234848484848	0.82429	0.9551070454545455	0.9760300000000001	0.969995	0.9420975	0.969653484848485	1.0431475000000001	0.9424434848484845
